"UM_CODE";"UM_NAMEF";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";"global_id";
"001710";"Бережковская набережная";"Бережковская наб.";"Berezhkovskaya naberezhnaya";"005";"";"0805";"77000000000084300";"58485348";
"001720";"Берёзовая аллея";"Берёзовая аллея";"Beryozovaya alleya";"009";"";"0310;0311";"77000000000084400";"58485349";
"001730";"Берёзовая аллея";"Берёзовая аллея";"Beryozovaya alleya";"009";"";"1009";"77000002000084500";"58485350";
"001740";"проезд Берёзовой Рощи";"пр. Берёзовой Рощи";"proezd Beryozovoj Roshhi";"003";"";"0217";"77000000000412100";"58485351";
"001750";"Новый Берингов проезд";"Н. Берингов пр.";"Novy'j Beringov proezd";"003";"";"0303;0313";"77000000000352500";"58485352";
"001760";"улица Берзарина";"ул. Берзарина";"ulicza Berzarina";"001";"";"0906;0907";"77000000000084700";"58485353";
"001770";"Берингов проезд";"Берингов пр.";"Beringov proezd";"003";"";"0313";"77000000000084800";"58485354";
"001780";"Берников переулок";"Берников пер.";"Bernikov pereulok";"002";"";"0107";"77000000000084900";"58485355";
"001790";"Берниковская набережная";"Берниковская наб.";"Bernikovskaya naberezhnaya";"005";"";"0107";"77000000000085000";"58485356";
"001800";"Берсеневская набережная";"Берсеневская наб.";"Bersenevskaya naberezhnaya";"005";"";"0110";"77000000000085100";"58485357";
"001810";"Бесединское шоссе";"Бесединское ш.";"Besedinskoe shosse";"006";"";"0608;0611";"77000000000733400";"58485358";
"001830";"Бескудниковский бульвар";"Бескудниковский бульв.";"Beskudnikovskij bul`var";"008";"";"0203;0206;0208";"77000000000085200";"58485359";
"001840";"Бескудниковский переулок";"Бескудниковский пер.";"Beskudnikovskij pereulok";"002";"";"0203";"77000000000085300";"58485360";
"001841";"Бескудниковский проезд";"Бескудниковский пр.";"Beskudnikovskij proezd";"003";"";"0203";"77000000000411900";"58485361";
"001846";"улица Бестужевых";"ул. Бестужевых";"ulicza Bestuzhevy'x";"001";"";"0311";"77000000000085400";"58485362";
"001850";"улица Бехтерева";"ул. Бехтерева";"ulicza Bextereva";"001";"";"0618";"77000000000046900";"58485363";
"001861";"Бибиревская улица";"Бибиревская ул.";"Bibirevskaya ulicza";"001";"";"0302;0304";"77000000000085500";"58485364";
"001870";"Библиотечная улица";"Библиотечная ул.";"Bibliotechnaya ulicza";"001";"";"0107";"77000000000085600";"58485365";
"001872";"Библиотечный проезд";"Библиотечный пр.";"Bibliotechny'j proezd";"003";"";"0209";"77000000000352600";"58485366";
"001880";"улица Маршала Бирюзова";"ул. Маршала Бирюзова";"ulicza Marshala Biryuzova";"001";"";"0907";"77000000000085800";"58485367";
"001900";"Бирюлёвская улица";"Бирюлёвская ул.";"Biryulyovskaya ulicza";"001";"";"0606";"77000000000047000";"58485368";
"001910";"улица Бирюсинка";"ул. Бирюсинка";"ulicza Biryusinka";"001";"";"0406";"77000000000085900";"58485369";
"001950";"Благовещенский переулок";"Благовещенский пер.";"Blagoveshhenskij pereulok";"002";"";"0106;0108";"77000000000086000";"58485370";
"001960";"улица Благуша";"ул. Благуша";"ulicza Blagusha";"001";"";"0417";"77000000000352700";"58485371";
"001970";"Бобров переулок";"Бобров пер.";"Bobrov pereulok";"002";"";"0104";"77000000000063000";"58485372";
"001980";"Бобруйская улица";"Бобруйская ул.";"Bobrujskaya ulicza";"001";"";"0807";"77000000000086100";"58485373";
"002010";"3-я Богатырская улица";"3-я Богатырская ул.";"Tret`ya Bogaty'rskaya ulicza";"001";"";"0403";"77000000000086400";"58485374";
"002025";"2-й Богатырский переулок";"2-й Богатырский пер.";"Vtoroj Bogaty'rskij pereulok";"002";"";"0403";"77000000000109900";"58485375";
"002050";"улица Богатырский Мост";"ул. Богатырский Мост";"ulicza Bogaty'rskij Most";"001";"";"0403;0418";"77000000000325200";"58485376";
"002055";"улица Богданова";"ул. Богданова";"ulicza Bogdanova";"001";"";"0816";"77000000000086600";"58485377";
"002060";"улица Богородский Вал";"ул. Богородский Вал";"ulicza Bogorodskij Val";"001";"";"0403;0415";"77000000000086700";"58485378";
"002080";"Богородское шоссе";"Богородское ш.";"Bogorodskoe shosse";"006";"";"0403;0418";"77000000000086800";"58485379";
"002090";"Богословский переулок";"Богословский пер.";"Bogoslovskij pereulok";"002";"";"0106";"77000000000086900";"58485380";
"002093";"1-й Богучарский переулок";"1-й Богучарский пер.";"Pervy'j Bogucharskij pereulok";"002";"";"0711";"77000000000087100";"58485381";
"002094";"2-й Богучарский переулок";"2-й Богучарский пер.";"Vtoroj Bogucharskij pereulok";"002";"";"0711";"77000000000087300";"58485382";
"002095";"Богучарская улица";"Богучарская ул.";"Bogucharskaya ulicza";"001";"";"0711";"77000000000087200";"58485383";
"002110";"1-я Боевская улица";"1-я Боевская ул.";"Pervaya Boevskaya ulicza";"001";"";"0418";"77000000000087400";"58485384";
"002120";"2-я Боевская улица";"2-я Боевская ул.";"Vtoraya Boevskaya ulicza";"001";"";"0418";"77000000000087500";"58485385";
"002130";"Боенский проезд";"Боенский пр.";"Boenskij proezd";"003";"";"0510";"77000000000033100";"58485386";
"002135";"Малый Боженинский переулок";"М. Боженинский пер.";"Maly'j Bozheninskij pereulok";"002";"";"0109";"77000000000325300";"58485387";
"002140";"улица Боженко";"ул. Боженко";"ulicza Bozhenko";"001";"";"0807";"77000000000087600";"58485388";
"002150";"Бойцовая улица";"Бойцовая ул.";"Bojczovaya ulicza";"001";"";"0403";"77000000000087700";"58485389";
"002155";"улица Болдов Ручей";"ул. Болдов Ручей";"ulicza Boldov Ruchej";"001";"";"1011";"77000002000454300";"58485390";
"002160";"Болотная набережная";"Болотная наб.";"Bolotnaya naberezhnaya";"005";"";"0110";"77000000000087900";"58485391";
"002170";"Болотниковская улица";"Болотниковская ул.";"Bolotnikovskaya ulicza";"001";"";"0615;0703;0710";"77000000000088000";"58485392";
"002180";"Больничный переулок";"Больничный пер.";"Bol`nichny'j pereulok";"002";"";"0105";"77000000000088100";"58485393";
"002190";"Большая улица";"Большая ул.";"Bol`shaya ulicza";"001";"";"0614";"77000000000352800";"58485394";
"002195";"аллея Большого Круга";"аллея Большого Круга";"alleya Bol`shogo Kruga";"009";"";"0408";"77000000000363900";"58485395";
"002200";"Большой Предтеченский переулок";"Б. Предтеченский пер.";"Bol`shoj Predtechenskij pereulok";"002";"";"0106";"77000000000705800";"58485396";
"002210";"Гусятников переулок";"Гусятников пер.";"Gusyatnikov pereulok";"002";"";"0102";"77000000000701100";"58485397";
"002220";"Борисовская улица";"Борисовская ул.";"Borisovskaya ulicza";"001";"";"0417";"77000000000088600";"58485398";
"002230";"улица Борисовские Пруды";"ул. Борисовские Пруды";"ulicza Borisovskie Prudy'";"001";"";"0608;0612";"77000000000047100";"58485399";
"002235";"Борисовский проезд";"Борисовский пр.";"Borisovskij proezd";"003";"";"0611;0616";"77000000000047200";"58485400";
"002240";"Боровая улица";"Боровая ул.";"Borovaya ulicza";"001";"";"0507";"77000000000024000";"58485401";
"002250";"Боровицкая площадь";"Боровицкая пл.";"Boroviczkaya ploshhad`";"004";"";"0108;0109";"77000000000088800";"58485402";
"002270";"Боровское шоссе";"Боровское ш.";"Borovskoe shosse";"006";"734120;735170";"0811;0813;0816;1101;1105";"77001000005001600;77009000015000500;77009000016000200;77000000000089000";"58485403";
"002285";"Боровский проезд";"Боровский пр.";"Borovskij proezd";"003";"";"0816";"77000000000088900";"58485404";
"002290";"1-я Бородинская улица";"1-я Бородинская ул.";"Pervaya Borodinskaya ulicza";"001";"";"0805";"77000000000352900";"58485405";
"002300";"2-я Бородинская улица";"2-я Бородинская ул.";"Vtoraya Borodinskaya ulicza";"001";"";"0805";"77000000000353000";"58485406";
"002310";"площадь Борьбы";"пл. Борьбы";"ploshhad` Bor`by'";"004";"";"0108;0309";"77000000000089200";"58485407";
"002320";"Ботаническая улица";"Ботаническая ул.";"Botanicheskaya ulicza";"001";"";"0308;0310";"77000000000089400";"58485408";
"002330";"Малая Ботаническая улица";"М. Ботаническая ул.";"Malaya Botanicheskaya ulicza";"001";"";"0308";"77000000000089300";"58485409";
"002340";"Ботанический переулок";"Ботанический пер.";"Botanicheskij pereulok";"002";"";"0105";"77000000000089500";"58485410";
"002350";"1-й Ботанический проезд";"1-й Ботанический пр.";"Pervy'j Botanicheskij proezd";"003";"";"0313";"77000000000325500";"58485411";
"002370";"1-й Боткинский проезд";"1-й Боткинский пр.";"Pervy'j Botkinskij proezd";"003";"";"0202";"77000000000089700";"58485412";
"002371";"2-й Боткинский проезд";"2-й Боткинский пр.";"Vtoroj Botkinskij proezd";"003";"";"0202";"77000000000089800";"58485413";
"002380";"2-й Ботанический проезд";"2-й Ботанический пр.";"Vtoroj Botanicheskij proezd";"003";"";"0313";"77000000000325600";"58485414";
"002385";"улица Василия Ботылёва";"ул. Василия Ботылёва";"ulicza Vasiliya Boty'lyova";"001";"";"0807";"77000000000093500";"58485415";
"002387";"улица Академика Бармина";"ул. Академика Бармина";"ulicza Akademika Barmina";"001";"";"0818";"77000000000782000";"58485416";
"002388";"улица Академика Бочвара";"ул. Академика Бочвара";"ulicza Akademika Bochvara";"001";"";"0907";"77000000000089900";"58485417";
"002390";"улица Бочкова";"ул. Бочкова";"ulicza Bochkova";"001";"";"0310";"77000000000090000";"58485418";
"002400";"Боярский переулок";"Боярский пер.";"Boyarskij pereulok";"002";"";"0102";"77000000000090100";"58485419";
"002405";"Братеевская улица";"Братеевская ул.";"Brateevskaya ulicza";"001";"";"0608";"77000000000047300";"58485420";
"002410";"Братиславская улица";"Братиславская ул.";"Bratislavskaya ulicza";"001";"";"0509";"77000000000708300";"58485421";
"002420";"Братская улица";"Братская ул.";"Bratskaya ulicza";"001";"";"0411;0413";"77000000000038400";"58485422";
"002430";"Братцевская улица";"Братцевская ул.";"Bratczevskaya ulicza";"001";"";"0904";"77000000000353100";"58485423";
"002440";"1-я Брестская улица";"1-я Брестская ул.";"Pervaya Brestskaya ulicza";"001";"";"0108";"77000000000090200";"58485424";
"002450";"2-я Брестская улица";"2-я Брестская ул.";"Vtoraya Brestskaya ulicza";"001";"";"0106;0108";"77000000000090300";"58485425";
"002470";"Бригадирский переулок";"Бригадирский пер.";"Brigadirskij pereulok";"002";"";"0102";"77000000000090400";"58485426";
"002480";"Бродников переулок";"Бродников пер.";"Brodnikov pereulok";"002";"";"0110";"77000000000090500";"58485427";
"002490";"Большая Бронная улица";"Б. Бронная ул.";"Bol`shaya Bronnaya ulicza";"001";"";"0106;0108";"77000000000090600";"58485428";
"002500";"Малая Бронная улица";"М. Бронная ул.";"Malaya Bronnaya ulicza";"001";"";"0106";"77000000000090700";"58485429";
"002510";"Бронницкая улица";"Бронницкая ул.";"Bronniczkaya ulicza";"001";"";"0510";"77000000000003700";"58485430";
"002520";"Бронницкий переулок";"Бронницкий пер.";"Bronniczkij pereulok";"002";"";"0510";"77000000000003800";"58485431";
"002530";"Брошевский переулок";"Брошевский пер.";"Broshevskij pereulok";"002";"";"0107";"77000000000090800";"58485432";
"002535";"улица Брусилова";"ул. Брусилова";"ulicza Brusilova";"001";"";"0711";"77000000000739100";"58485433";
"002540";"улица Брюллова";"ул. Брюллова";"ulicza Bryullova";"001";"";"0214";"77000000000325700";"58485434";
"002550";"Брянская улица";"Брянская ул.";"Bryanskaya ulicza";"001";"";"0805";"77000000000090900";"58485435";
"002555";"улица Брянский Пост";"ул. Брянский Пост";"ulicza Bryanskij Post";"001";"";"0106";"77000000000415100";"58485436";
"002570";"2-й Брянский переулок";"2-й Брянский пер.";"Vtoroj Bryanskij pereulok";"002";"";"0805";"77000000000353300";"58485437";
"002575";"Будайская улица";"Будайская ул.";"Budajskaya ulicza";"001";"";"0312";"77000000000091000";"58485438";
"002576";"Будайский проезд";"Будайский пр.";"Budajskij proezd";"003";"";"0312";"77000000000091100";"58485439";
"002580";"улица Екатерины Будановой";"ул. Екатерины Будановой";"ulicza Ekateriny' Budanovoj";"001";"";"0807";"77000000000353400";"58485440";
"002585";"проспект Будённого";"просп. Будённого";"prospekt Budyonnogo";"010";"";"0417";"77000000000038500";"58485441";
"002590";"Буженинова улица";"Буженинова ул.";"Buzheninova ulicza";"001";"";"0415";"77000000000091200";"58485442";
"002595";"Булатниковская улица";"Булатниковская ул.";"Bulatnikovskaya ulicza";"001";"";"0607";"77000000000091300";"58485443";
"002596";"Булатниковский проезд";"Булатниковский пр.";"Bulatnikovskij proezd";"003";"";"0607";"77000000000091400";"58485444";
"002598";"Бумажная просека";"Бумажная просека";"Bumazhnaya proseka";"014";"";"0410";"77000000000353500";"58485445";
"002600";"Бумажный проезд";"Бумажный пр.";"Bumazhny'j proezd";"003";"";"0202";"77000000000091500";"58485446";
"002610";"улица Бунинская Аллея";"ул. Бунинская Аллея";"ulicza Buninskaya Alleya";"001";"";"0711";"77000000000500400";"58485447";
"002630";"Буракова улица";"Буракова ул.";"Burakova ulicza";"001";"";"0417";"77000000000038600";"58485448";
"002640";"улица Бурденко";"ул. Бурденко";"ulicza Burdenko";"001";"";"0109";"77000000000700300";"58485449";
"002646";"Бурцевская улица";"Бурцевская ул.";"Burczevskaya ulicza";"001";"";"0212";"77000000000091700";"58485450";
"002660";"улица Бусиновская Горка";"ул. Бусиновская Горка";"ulicza Businovskaya Gorka";"001";"";"0209";"77000000000033600";"58485451";
"002665";"Бусиновский проезд";"Бусиновский пр.";"Businovskij proezd";"003";"";"0209";"77000000000431000";"58485452";
"002670";"Бутиковский переулок";"Бутиковский пер.";"Butikovskij pereulok";"002";"";"0109";"77000000000091800";"58485453";
"002680";"улица Бутлерова";"ул. Бутлерова";"ulicza Butlerova";"001";"";"0704";"77000000000091900";"58485454";
"002690";"Бутовская улица";"Бутовская ул.";"Butovskaya ulicza";"001";"";"0606";"77000000000353600";"58485455";
"002695";"Большая Бутовская улица";"Б. Бутовская ул.";"Bol`shaya Butovskaya ulicza";"001";"";"0711";"77000000000092000";"58485456";
"002700";"Бутырская улица";"Бутырская ул.";"Buty'rskaya ulicza";"001";"";"0213;0215;0305";"77000000000092100";"58485457";
"002710";"улица Бутырский Вал";"ул. Бутырский Вал";"ulicza Buty'rskij Val";"001";"";"0108";"77000000000053500";"58485458";
"002749";"1-я улица Бухвостова";"1-я ул. Бухвостова";"Pervaya ulicza Buxvostova";"001";"";"0415";"77000000000326000";"58485459";
"002750";"2-я улица Бухвостова";"2-я ул. Бухвостова";"Vtoraya ulicza Buxvostova";"001";"";"0415";"77000000000092300";"58485460";
"002751";"3-я улица Бухвостова";"3-я ул. Бухвостова";"Tret`ya ulicza Buxvostova";"001";"";"0415";"77000000000326100";"58485461";
"002770";"улица Вавилова";"ул. Вавилова";"ulicza Vavilova";"001";"";"0610;0701;0702;0706";"77000000000092400";"58485462";
"002780";"Вагоноремонтная улица";"Вагоноремонтная ул.";"Vagonoremontnaya ulicza";"001";"";"0208";"77000000000092500";"58485463";
"002790";"Вадковский переулок";"Вадковский пер.";"Vadkovskij pereulok";"002";"";"0108";"77000000000053400";"58485464";
"002795";"Валдайский проезд";"Валдайский пр.";"Valdajskij proezd";"003";"";"0211";"77000000000092600";"58485465";
"002797";"Валаамская улица";"Валаамская ул.";"Valaamskaya ulicza";"001";"";"0215;0305";"77000000000782100";"58485466";
"002800";"Валовая улица";"Валовая ул.";"Valovaya ulicza";"001";"";"0103";"77000000000092700";"58485467";
"002810";"Варваринская улица";"Варваринская ул.";"Varvarinskaya ulicza";"001";"";"0816";"77000000000092900";"58485468";
"002812";"площадь Варварские Ворота";"пл. Варварские Ворота";"ploshhad` Varvarskie Vorota";"004";"";"0107;0108";"77000000000364100";"58485469";
"002815";"улица Академика Варги";"ул. Академика Варги";"ulicza Akademika Vargi";"001";"";"0709";"77000000000093100";"58485470";
"002820";"Варсонофьевский переулок";"Варсонофьевский пер.";"Varsonof`evskij pereulok";"002";"";"0105";"77000000000093200";"58485471";
"002830";"1-й Варшавский проезд";"1-й Варшавский пр.";"Pervy'j Varshavskij proezd";"003";"";"0612";"77000000000047400";"58485472";
"002840";"2-й Варшавский проезд";"2-й Варшавский пр.";"Vtoroj Varshavskij proezd";"003";"";"0612";"77000000000047500";"58485473";
"002850";"Варшавское шоссе";"Варшавское ш.";"Varshavskoe shosse";"006";"737010";"0610;0613;0615;0619;0620;0621;0708;0711;1111";"77000000000047600";"58485474";
"002905";"улица Маршала Василевского";"ул. Маршала Василевского";"ulicza Marshala Vasilevskogo";"001";"";"0907";"77000000000093300";"58485475";
"002910";"Васильевская улица";"Васильевская ул.";"Vasil`evskaya ulicza";"001";"";"0106;0108";"77000000000093700";"58485476";
"002920";"площадь Васильевский Спуск";"пл. Васильевский Спуск";"ploshhad` Vasil`evskij Spusk";"004";"";"0108";"77000000000415400";"58485477";
"002927";"Васильцовский переулок";"Васильцовский пер.";"Vasil`czovskij pereulok";"002";"";"0513";"77000000000739400";"58485478";
"002928";"улица Васильцовский Стан";"ул. Васильцовский Стан";"ulicza Vasil`czovskij Stan";"001";"";"0513";"77000000000732400";"58485479";
"002930";"переулок Васнецова";"пер. Васнецова";"pereulok Vasneczova";"002";"";"0105";"77000000000093800";"58485480";
"002940";"Большой Ватин переулок";"Б. Ватин пер.";"Bol`shoj Vatin pereulok";"002";"";"0107";"77000000000093900";"58485481";
"002950";"улица Ватутина";"ул. Ватутина";"ulicza Vatutina";"001";"";"0819";"77000000000094000";"58485482";
"003030";"Большой Николопесковский переулок";"Б. Николопесковский пер.";"Bol`shoj Nikolopeskovskij pereulok";"002";"";"0101";"77000000000720700";"58485483";
"003040";"улица Введенского";"ул. Введенского";"ulicza Vvedenskogo";"001";"";"0704";"77000000000094200";"58485484";
"003060";"Ведерников переулок";"Ведерников пер.";"Vedernikov pereulok";"002";"";"0107";"77000000000094300";"58485485";
"003070";"Веерная улица";"Веерная ул.";"Veernaya ulicza";"001";"";"0820";"77000000000094400";"58485486";
"003080";"Вековая улица";"Вековая ул.";"Vekovaya ulicza";"001";"";"0107";"77000000000094500";"58485487";
"003090";"Велозаводская улица";"Велозаводская ул.";"Velozavodskaya ulicza";"001";"";"0515;0609";"77000000000016200";"58485488";
"003110";"Вельяминовская улица";"Вельяминовская ул.";"Vel`yaminovskaya ulicza";"001";"";"0417";"77000000000094600";"58485489";
"003120";"улица Венецианова";"ул. Венецианова";"ulicza Veneczianova";"001";"";"0214";"77000000000326300";"58485490";
"003121";"Венёвская улица";"Венёвская ул.";"Venyovskaya ulicza";"001";"";"0711";"77000000000398202";"58485491";
"003130";"Вербная улица";"Вербная ул.";"Verbnaya ulicza";"001";"";"0410";"77000000000721800";"58485492";
"003135";"Вербилковский проезд";"Вербилковский пр.";"Verbilkovskij proezd";"003";"";"0206";"77000000000430800";"58485493";
"003140";"Верейская улица";"Верейская ул.";"Verejskaya ulicza";"001";"";"0809;0820";"77000000000094800";"58485494";
"003150";"улица Вересаева";"ул. Вересаева";"ulicza Veresaeva";"001";"";"0809";"77000000000094900";"58485495";
"003160";"Вересковая улица";"Вересковая ул.";"Vereskovaya ulicza";"001";"";"0313";"77000000000095000";"58485496";
"003170";"улица Верещагина";"ул. Верещагина";"ulicza Vereshhagina";"001";"";"0214";"77000000000095100";"58485497";
"003175";"улица Верземнека";"ул. Верземнека";"ulicza Verzemneka";"001";"";"0105";"77000000000095200";"58485498";
"003180";"проспект Вернадского";"просп. Вернадского";"prospekt Vernadskogo";"010";"";"0702;0706;0814;0815;0817";"77000000000095300";"58485499";
"003182";"Вернисажная улица";"Вернисажная ул.";"Vernisazhnaya ulicza";"001";"";"0408";"77000000000430300";"58485500";
"003185";"улица Вертолётчиков";"ул. Вертолётчиков";"ulicza Vertolyotchikov";"001";"";"0512";"77000000000749700";"58485501";
"003190";"Верхнелихоборская улица";"Верхнелихоборская ул.";"Verxnelixoborskaya ulicza";"001";"";"0209";"77000000000034700";"58485502";
"003200";"улица Верхние Поля";"ул. Верх. Поля";"ulicza Verxnie Polya";"001";"";"0505;0508;0509";"77000000000016300";"58485503";
"003205";"Верхняя аллея";"Верхняя аллея";"Verxnyaya alleya";"009";"";"0215";"77000000000353900";"58485504";
"003210";"Верхняя улица";"Верхняя ул.";"Verxnyaya ulicza";"001";"";"0202";"77000000000095500";"58485505";
"003220";"Верхоянская улица";"Верхоянская ул.";"Verxoyanskaya ulicza";"001";"";"0303";"77000000000095600";"58485506";
"003235";"улица Маршала Вершинина";"ул. Маршала Вершинина";"ulicza Marshala Vershinina";"001";"";"0907";"77000000000095700";"58485507";
"003240";"Весёлая улица";"Весёлая ул.";"Vesyolaya ulicza";"001";"";"0618";"77000000000047700";"58485508";
"003250";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"";"0209";"77000000000034500";"58485509";
"003260";"Весковский переулок";"Весковский пер.";"Veskovskij pereulok";"002";"";"0108";"77000000000053600";"58485510";
"003270";"Весковский тупик";"Весковский туп.";"Veskovskij tupik";"007";"";"0108";"77000000000053700";"58485511";
"003280";"Денежный переулок";"Денежный пер.";"Denezhny'j pereulok";"002";"";"0101;0109";"77000000000701400";"58485512";
"003288";"Веткин проезд";"Веткин пр.";"Vetkin proezd";"003";"";"0309";"77000000000415600";"58485513";
"003290";"Веткина улица";"Веткина ул.";"Vetkina ulicza";"001";"";"0309";"77000000000095900";"58485514";
"003297";"Ветлужская улица";"Ветлужская ул.";"Vetluzhskaya ulicza";"001";"";"0409";"77000000000038700";"58485515";
"003300";"улица Вешних Вод";"ул. Вешних Вод";"ulicza Veshnix Vod";"001";"";"0317";"77000000000096200";"58485516";
"003310";"Вешняковская улица";"Вешняковская ул.";"Veshnyakovskaya ulicza";"001";"";"0404";"77000000000038800";"58485517";
"003320";"1-й Вешняковский проезд";"1-й Вешняковский пр.";"Pervy'j Veshnyakovskij proezd";"003";"";"0513";"77000000000001100";"58485518";
"003330";"4-й Вешняковский проезд";"4-й Вешняковский пр.";"Chetvyorty'j Veshnyakovskij proezd";"003";"";"0513";"77000000000001200";"58485519";
"003360";"Взлётная улица";"Взлётная ул.";"Vzlyotnaya ulicza";"001";"";"0813";"77000000000096300";"58485520";
"003370";"улица Викторенко";"ул. Викторенко";"ulicza Viktorenko";"001";"";"0217";"77000000000096400";"58485521";
"003380";"улица Вилиса Лациса";"ул. Вилиса Лациса";"ulicza Vilisa Laczisa";"001";"";"0904";"77000000000096500";"58485522";
"003385";"Вильнюсская улица";"Вильнюсская ул.";"Vil`nyusskaya ulicza";"001";"";"0712";"77000000000096700";"58485523";
"003390";"Вилюйская улица";"Вилюйская ул.";"Vilyujskaya ulicza";"001";"";"0316";"77000000000096800";"58485524";
"003410";"Винницкая улица";"Винницкая ул.";"Vinniczkaya ulicza";"001";"";"0815";"77000000000096900";"58485525";
"003415";"улица Академика Виноградова";"ул. Академика Виноградова";"ulicza Akademika Vinogradova";"001";"";"0709";"77000000000097000";"58485526";
"003420";"улица Винокурова";"ул. Винокурова";"ulicza Vinokurova";"001";"";"0701;0705";"77000000000097100";"58485527";
"003430";"Винтовая улица";"Винтовая ул.";"Vintovaya ulicza";"001";"";"0813";"77000000000097200";"58485528";
"003440";"Витебская улица";"Витебская ул.";"Vitebskaya ulicza";"001";"";"0809";"77000000000097300";"58485529";
"003441";"аллея Витте";"аллея Витте";"alleya Vitte";"009";"";"0711";"77000000000451100";"58485530";
"003450";"Вишнёвая улица";"Вишнёвая ул.";"Vishnyovaya ulicza";"001";"";"0903";"77000000000097400";"58485531";
"003455";"Вишнёвый проезд";"Вишнёвый пр.";"Vishnyovy'j proezd";"003";"";"0903";"77000000000782900";"58485532";
"003460";"площадь Академика Вишневского";"пл. Академика Вишневского";"ploshhad` Akademika Vishnevskogo";"004";"";"0615";"77000000000097600";"58485533";
"003470";"улица Всеволода Вишневского";"ул. Всеволода Вишневского";"ulicza Vsevoloda Vishnevskogo";"001";"";"0215";"77000000000103900";"58485534";
"003475";"улица Галины Вишневской";"ул. Галины Вишневской";"ulicza Galiny' Vishnevskoj";"001";"";"0412";"77000000000742500";"58485535";
"003480";"Вишняковский переулок";"Вишняковский пер.";"Vishnyakovskij pereulok";"002";"";"0103";"77000000000097700";"58485536";
"003490";"Никольский переулок";"Никольский пер.";"Nikol`skij pereulok";"002";"";"0108";"77000000000715900";"58485537";
"003500";"1-я Владимирская улица";"1-я Владимирская ул.";"Pervaya Vladimirskaya ulicza";"001";"";"0413";"77000000000038900";"58485538";
"003510";"2-я Владимирская улица";"2-я Владимирская ул.";"Vtoraya Vladimirskaya ulicza";"001";"";"0411;0413";"77000000000037900";"58485539";
"003520";"3-я Владимирская улица";"3-я Владимирская ул.";"Tret`ya Vladimirskaya ulicza";"001";"";"0413";"77000000000039000";"58485540";
"003550";"улица Архитектора Власова";"ул. Архитектора Власова";"ulicza Arxitektora Vlasova";"001";"";"0706;0707;0710";"77000000000097800";"58485541";
"003560";"Большой Власьевский переулок";"Б. Власьевский пер.";"Bol`shoj Vlas`evskij pereulok";"002";"";"0109";"77000000000097900";"58485542";
"003590";"Большая Внуковская улица";"Б. Внуковская ул.";"Bol`shaya Vnukovskaya ulicza";"001";"";"0813";"77000000000098500";"58485543";
"003600";"1-я Внуковская улица";"1-я Внуковская ул.";"Pervaya Vnukovskaya ulicza";"001";"";"0813";"77000000000098000";"58485544";
"003601";"2-я Внуковская улица";"2-я Внуковская ул.";"Vtoraya Vnukovskaya ulicza";"001";"";"0813";"77000000000098100";"58485545";
"003602";"3-я Внуковская улица";"3-я Внуковская ул.";"Tret`ya Vnukovskaya ulicza";"001";"";"0813";"77000000000098200";"58485546";
"003603";"4-я Внуковская улица";"4-я Внуковская ул.";"Chetvyortaya Vnukovskaya ulicza";"001";"";"0813";"77000000000098300";"58485547";
"003604";"5-я Внуковская улица";"5-я Внуковская ул.";"Pyataya Vnukovskaya ulicza";"001";"";"0813";"77000000000098400";"58485548";
"003610";"Внуковское шоссе";"Внуковское ш.";"Vnukovskoe shosse";"006";"";"0813";"77000000000326800";"58485549";
"003620";"Внутренний проезд";"Внутренний пр.";"Vnutrennij proezd";"003";"";"0703";"77000000000098600";"58485550";
"003630";"улица Водников";"ул. Водников";"ulicza Vodnikov";"001";"";"0903";"77000000000098700";"58485551";
"003640";"Водопроводный переулок";"Водопроводный пер.";"Vodoprovodny'j pereulok";"002";"";"0105";"77000000000098800";"58485552";
"003650";"улица Водопьянова";"ул. Водопьянова";"ulicza Vodop`yanova";"001";"";"0306";"77000000000099000";"58485553";
"003660";"переулок Каменная Слобода";"пер. Каменная Слобода";"pereulok Kamennaya Sloboda";"002";"";"0101";"77000000000701500";"58485554";
"003670";"Воздушная улица";"Воздушная ул.";"Vozdushnaya ulicza";"001";"";"0606;0616";"77000000000354100";"58485555";
"003680";"улица Воздвиженка";"ул. Воздвиженка";"ulicza Vozdvizhenka";"001";"";"0101";"77000000000099200";"58485556";
"003685";"Вознесенский проезд";"Вознесенский пр.";"Voznesenskij proezd";"003";"";"0106";"77000000000354200";"58485557";
"003690";"улица Войкова";"Войкова ул.";"ulicza Vojkova";"001";"";"0207";"77000000000035900";"58485558";
"003710";"1-й Войковский проезд";"1-й Войковский пр.";"Pervy'j Vojkovskij proezd";"003";"";"0205";"77000000000099400";"58485559";
"003720";"2-й Войковский проезд";"2-й Войковский пр.";"Vtoroj Vojkovskij proezd";"003";"";"0205";"77000000000099500";"58485560";
"003730";"3-й Войковский проезд";"3-й Войковский пр.";"Tretij Vojkovskij proezd";"003";"";"0205";"77000000000323600";"58485561";
"003731";"4-й Войковский проезд";"4-й Войковский пр.";"Chetvyorty'j Vojkovskij proezd";"003";"";"0205";"77000000000099600";"58485562";
"003740";"5-й Войковский проезд";"5-й Войковский пр.";"Pyaty'j Vojkovskij proezd";"003";"";"0205;0903";"77000000000099700";"58485563";
